0,0.93667
0.005,0.88779
0.01,0.95963
0.04,0.9531
0.045,0.92352
0.05,0.85945
0.055,0.98001
0.06,0.98201
0.065,0.98122
0.07,0.91739
0.075,0.96039
0.08,0.91589
0.085,0.96474
0.09,0.98321
0.095,0.95385
0.1,0.97015
0.105,0.98255
0.11,0.95348
0.115,0.92177
0.12,0.91194
0.125,0.9686
0.13,0.96921
0.135,0.95191
0.14,0.94885
0.145,1.0512
0.15,0.91451
0.155,0.95566
0.16,0.94452
0.165,0.91149
0.17,0.95919
0.175,0.93897
0.18,0.97415
0.185,0.96724
0.19,1.0271
0.195,0.9172
0.2,1.0077
0.205,0.91901
0.21,0.98726
0.215,0.97736
0.22,0.89585
0.225,0.94196
0.23,0.97873
0.235,0.98904
0.24,0.92357
0.245,1.0091
0.25,0.97795
0.255,0.99797
0.26,1.015
0.265,0.97445
0.27,1.0184
0.275,1.0061
0.28,1.0175
0.285,0.9868
0.29,0.96596
0.295,1.0538
0.3,0.99647
0.305,0.99678
0.31,0.97486
0.315,0.97863
0.32,1.0146
0.325,1.0591
0.33,1.0666
0.335,1.0427
0.34,1.0195
0.345,1.0365
0.35,1.0118
0.355,1.0141
0.36,0.95068
0.365,0.99685
0.37,0.9818
0.375,0.96565
0.38,1.0579
0.385,1.0832
0.39,1.075
0.395,1.0328
0.4,1.04
0.405,1.0275
0.41,1.0102
0.415,0.97701
0.42,1.0267
0.425,1.0136
0.43,1.0375
0.435,1.0729
0.44,1.135
0.445,1.0301
0.45,1.0357
0.455,1.0937
0.46,1.0055
0.465,1.1121
0.47,1.117
0.475,1.2134
0.48,1.0647
0.485,1.1194
0.49,1.0194
0.495,0.88628
0.5,1.0648
0.505,1.0567
0.51,1.0297
0.515,1.0161
0.52,1.0806
0.525,0.98166
0.53,0.98843
0.535,1.1502
0.54,1.1745
0.545,0.99847
0.55,1.0021
0.555,1.0261
0.56,1.0093
0.565,1.0522
0.57,1.0426
0.575,1.0231
0.58,0.99527
0.585,1.0274
0.59,0.9751
0.595,1.0593
0.6,1.0867
0.605,0.99366
0.61,1.0384
0.615,1.0894
0.62,0.95922
0.625,1.0007
0.63,0.9971
0.635,1.0201
0.64,0.95248
0.645,1.0239
0.65,1.0081
0.655,1.0179
0.66,1.0278
0.665,0.96821
0.67,1.026
0.675,0.99462
0.68,0.99235
0.685,0.99257
0.689,0.97238
0.694,0.92938
0.699,1.0508
0.704,1.0889
0.709,0.96172
0.714,0.90229
0.719,1.0661
0.724,0.93135
0.729,0.99986
0.734,0.9826
0.739,0.95982
0.744,1.0231
0.749,0.98039
0.754,1.064
0.759,0.9631
0.764,1.0246
0.769,0.93772
0.774,0.92134
0.779,0.96736
0.784,0.99624
0.789,1.0123
0.794,1.0058
0.799,1.0114
0.804,0.97054
0.809,0.99038
0.815,0.94777
0.819,0.96703
0.824,1.0184
0.829,1.0464
0.834,1.0127
0.839,1.055
0.844,1.0266
0.849,0.93143
0.854,0.94771
0.859,0.99044
0.864,0.98558
0.869,1.0558
0.874,0.97491
0.879,1.053
0.884,0.99203
0.889,0.92889
0.894,0.97809
0.899,0.99201
0.904,1.0043
0.909,1.0384
0.914,1.0032
0.919,0.94962
0.924,0.94138
0.929,0.97634
0.934,0.98612
0.939,1.0377
0.944,0.99498
0.949,0.98159
0.954,1.0091
0.959,0.99968
0.964,1.0001
0.969,0.98184
0.974,1.0002
0.979,1.0262
0.984,1.0392
0.989,0.98961
0.994,0.99351
0.999,1.023
1.004,0.94595
1.009,0.98484
1.014,1.0683
1.019,1.0425
1.024,0.94973
1.029,0.9993
1.034,1.0479
1.039,1.0353
1.044,1.0002
1.049,0.91285
1.054,1.0544
1.059,0.91659
1.064,1.0169
1.069,1.0052
1.074,1.0054
1.079,0.94824
1.084,1.0875
1.089,0.97027
1.094,0.89661
1.099,1.0317
1.104,1.0237
1.109,0.99615
1.114,0.97219
1.119,1.0071
1.124,1.0233
1.129,1.0057
1.134,1.0188
1.139,0.96421
1.144,1.0709
1.149,0.97554
1.154,0.96986
1.159,1.0083
1.164,0.96349
1.169,0.96512
1.174,0.96649
1.179,1.0161
1.184,1.0064
1.189,0.97701
1.194,0.97766
1.199,0.93107
1.204,0.99313
1.209,0.98465
1.214,0.91797
1.219,0.95454
1.224,1.0014
1.229,0.95245
1.234,0.95311
1.239,0.99548
1.244,1.0077
1.249,1.003
1.254,0.9396
1.259,0.96435
1.264,1.1058
1.269,1.0769
1.274,0.93758
1.279,0.99904
1.284,0.95915
1.289,1.0003
1.294,0.97166
1.299,0.87339
1.304,0.95452
1.309,0.98955
1.314,0.97927
1.319,0.9703
1.324,0.97411
1.329,0.97828
1.334,1.0228
1.339,0.89397
1.344,1.0067
1.349,0.94093
1.354,1.0897
1.359,1.0559
1.364,1.006
1.369,1.0394
1.374,1.0011
1.379,0.98917
1.384,0.97497
1.389,0.95404
1.394,1.0518
1.399,1.0859
1.404,1.0485
1.409,1.0204
1.414,1.0677
1.419,1.0248
1.424,1.0046
1.429,1.0736
1.434,1.0682
1.439,1.0403
1.444,0.97418
1.449,0.9483
1.454,0.98889
1.459,1.02
1.464,0.99948
1.469,1.0379
1.474,0.91899
1.479,0.9517
1.484,1.0131
1.489,1.0015
1.494,1.0213
1.499,1.0109
1.504,0.98272
1.509,0.99982
1.514,0.9817
1.519,1.0369
1.524,1.073
1.529,0.98667
1.534,0.9422
1.539,0.99975
1.544,0.98939
1.549,1.0486
1.554,1.0231
1.559,0.98505
1.564,1.0712
1.569,1.0379
1.574,0.95918
1.579,0.95535
1.584,0.96828
1.589,1.0229
1.594,0.97027
1.599,0.96634
1.604,0.99393
1.609,0.98597
1.614,1.0063
1.619,1.0266
1.624,1.093
1.629,1.047
1.634,1.0311
1.639,1.0106
1.644,1.0419
1.649,0.92852
1.654,1.005
1.659,0.97762
1.664,1.0358
1.669,0.92906
1.674,0.94869
1.679,1.0473
1.684,0.96449
1.689,0.94399
1.694,0.94378
1.699,0.99848
1.704,1.0054
1.709,1.034
1.714,1.0244
1.719,1.0223
1.724,0.93158
1.729,0.9106
1.734,1.0141
1.739,0.94541
1.744,1.043
1.749,1.0241
1.754,1.0464
1.759,1.0114
1.764,0.97672
1.769,1.0014
1.774,0.95242
1.779,0.91387
1.784,0.96122
1.789,0.95912
1.794,0.94905
1.799,0.97736
1.804,0.94548
1.809,0.98409
1.814,0.93267
1.819,0.94806
1.824,0.96402
1.829,0.96441
1.834,0.93138
1.839,0.91983
1.844,0.90181
1.849,0.97164
1.854,0.96134
1.859,0.96903
1.864,0.93665
1.869,0.91388
1.874,0.95343
1.879,0.93762
1.884,0.91044
1.889,0.90667
1.894,0.95161
1.899,0.96732
1.904,0.94981
1.909,0.9384
1.914,0.93915
1.919,0.92557
1.924,0.93993
1.929,0.94406
1.934,0.95241
1.939,0.91573
1.944,0.88129
1.949,0.95221
1.954,0.91789
1.959,0.9354
1.964,0.8677
1.969,0.90608
1.974,0.93316
1.979,0.98617
1.984,0.95584
1.989,0.97342
1.994,0.97739
1.999,0.95504
2.004,0.93615
2.009,0.97403
2.014,0.88994
2.019,0.96241
2.024,0.9577
2.029,0.9347
2.034,0.93376
2.039,0.92734
2.044,0.93662
2.049,0.94267
2.054,0.88075
2.059,1.0414
2.064,1.0124
2.069,0.97353
2.074,0.94989
2.079,0.95608
2.084,0.94904
2.089,0.94708
2.094,0.90907
2.099,0.98038
2.104,0.96626
2.109,0.98676
2.114,1.0017
2.119,0.99325
2.124,1.002
2.129,0.95176
2.134,1.0224
2.139,0.97896
2.144,0.98178
2.149,1.0027
2.154,1.008
2.159,0.94827
2.164,0.98738
2.169,0.9492
2.174,0.99997
2.179,1.027
2.184,0.99498
2.189,1.0453
2.194,1.0297
2.199,1.0376
2.204,1.009
2.209,1.0384
2.214,1.0334
2.219,1.0511
2.224,1.0289
2.229,1.0535
2.234,1.0659
2.239,1.0532
2.244,1.0497
2.249,1.0284
2.254,1.017
2.259,1.0988
2.264,1.0464
2.269,1.034
2.274,1.1356
2.279,1.056
2.284,1.0002
2.289,1.108
2.294,1.0574
2.299,1.055
2.304,1.0367
2.309,1.0569
2.314,1.1063
2.319,1.0206
2.324,1.0741
2.329,0.98671
2.334,1.0725
2.339,1.0421
2.344,0.9539
2.349,1.072
2.354,1.0742
2.359,1.0452
2.364,1.0587
2.369,1.1015
2.374,1.0604
2.379,1.0567
2.384,0.96454
2.389,1.0485
2.394,1.0569
2.399,1.006
2.404,0.97405
2.409,1.0174
2.414,1.08
2.419,1.0389
2.424,1.0174
2.429,1.0077
2.434,1.006
2.439,1.0021
2.444,1.0383
2.449,1.0541
2.454,1.0596
2.459,1.0016
2.464,1.0601
2.469,0.99177
2.474,0.91632
2.479,0.9489
2.484,0.98315
2.489,0.92725
2.494,0.95948
2.499,1.0437
2.504,1.1006
2.509,1.0972
2.514,1.0661
2.519,1.0596
2.524,1.0805
2.529,1.0707
2.534,1.0811
2.539,1.0579
2.544,1.0846
2.549,1.0584
2.554,1.0686
2.559,1.003
2.564,1.021
2.569,1.0986
2.574,1.0404
2.579,0.96414
2.584,1.0046
2.589,0.98584
2.594,1.0363
2.599,1.0516
2.604,1.0343
2.609,0.99027
2.614,1.0603
2.619,1.072
2.624,1.0389
2.629,1.0297
2.634,1.0543
2.639,1.0054
2.644,0.97734
2.649,0.91797
2.654,1.0246
2.659,0.99372
2.664,0.98611
2.669,0.97484
2.674,0.98905
2.679,0.98084
2.684,0.88186
2.689,1.0422
2.694,1.005
2.699,0.98804
2.704,1.0432
2.709,1.067
2.714,1.0356
2.719,1.0011
2.724,1.0267
2.729,1.0023
2.734,0.99798
2.739,1.0477
2.744,1.0552
2.749,0.99497
2.754,1.0122
2.759,1.0228
2.764,1.0051
2.769,0.96786
2.774,1.0606
2.779,0.98299
2.784,0.97403
2.789,1.0305
2.794,1.0153
2.799,1.0251
2.804,1.0311
2.809,1.0838
2.814,1.006
2.819,1.0167
2.824,1.0227
2.829,1.0232
2.834,1.0398
2.839,1.0084
2.844,0.97021
2.849,1.0216
2.854,1.0669
2.859,1.0539
2.864,1.074
2.869,1.0027
2.874,0.99449
2.879,0.90976
2.884,0.96073
2.889,1.0267
2.894,1.0177
2.899,1.0146
2.904,1.08
2.909,1.0995
2.914,1.1009
2.919,1.1404
2.924,1.0474
2.929,1.0938
2.934,0.97809
2.939,1.0068
2.944,0.96875
2.949,0.9138
2.954,0.98788
2.959,1.0503
2.964,0.99239
2.969,1.176
2.974,1.1172
2.979,1.0996
2.984,1.0316
2.989,0.86114
2.994,0.89148
2.999,1.0283
3.004,0.99642
3.009,0.97767
3.014,1.0143
3.019,0.9729
3.024,0.94036
3.029,1.0496
3.034,1.0112
3.039,0.9727
3.044,0.93411
3.049,0.98229
3.054,0.96679
3.059,0.96828
3.064,0.98663
3.069,0.9541
3.074,0.93242
3.079,0.95018
3.084,0.96237
3.089,0.93357
3.094,0.97556
3.099,0.98536
3.104,0.969
3.109,0.938
3.114,0.95392
3.119,0.97669
3.124,0.97104
3.129,0.94772
3.134,0.96023
3.139,0.95648
3.144,1.0965
3.149,0.9678
3.154,0.90858
3.159,0.97402
3.164,0.96239
3.169,0.939
3.174,0.99141
3.179,0.99185
3.184,0.96115
3.189,0.93965
3.194,0.89183
3.199,0.90305
3.204,0.93626
3.209,0.9024
3.214,0.93131
3.218,0.89931
3.223,0.90145
3.228,0.92043
3.233,0.8851
3.239,0.86928
3.243,0.89497
3.248,0.92432
3.254,0.91835
3.258,0.92387
3.263,0.91674
3.268,0.88654
3.273,0.88018
3.278,0.89657
3.283,0.89542
3.288,0.90697
3.293,0.87453
3.298,0.84547
3.303,0.89166
3.308,0.871
3.313,0.89873
3.318,0.89259
3.323,0.81725
3.328,0.86491
3.333,0.87333
3.338,0.95577
3.343,0.93005
3.348,0.91274
3.353,0.93898
3.358,0.95501
3.363,0.9161
3.368,0.88707
3.373,0.9387
3.378,0.9239
3.383,0.95163
3.388,0.97992
3.393,0.97171
3.398,0.91529
3.403,0.93706
3.408,0.91255
3.413,1.0144
3.418,0.99312
3.423,1.0279
3.428,0.92655
3.433,0.8555
3.438,0.91771
3.443,0.97936
3.448,0.87646
3.453,1.0513
3.458,1.0378
3.463,0.94455
3.468,0.79742
3.473,1.0102
3.478,0.99538
3.483,1.0226
3.488,1.0379
3.493,0.94595
3.498,0.97973
3.503,0.99682
3.508,0.94094
3.513,0.95756
3.518,0.99098
3.523,1.0075
3.528,1.0047
3.533,0.97999
3.538,1.0542
3.543,1.0358
3.548,1.0048
3.553,0.99169
3.558,0.92076
3.563,1.0091
3.568,0.99806
3.573,1.0326
3.578,1.0048
3.583,1.0266
3.588,1.0201
3.593,1.044
3.598,1.0405
3.603,1.0433
3.608,1.003
3.613,1.0544
3.618,1.0303
3.623,1.0455
3.628,1.0356
3.633,1.0133
3.638,1.0398
3.643,1.0618
3.648,0.99412
3.653,1.1355
3.658,1.1438
3.663,1.0731
3.668,1.045
3.673,1.0887
3.678,0.97433
3.683,1.0294
3.688,1.0369
3.693,1.061
3.698,1.035
3.703,1.0571
3.708,1.0692
3.713,1.0414
3.718,1.1023
3.723,1.0709
3.728,1.0368
3.733,1.0329
3.738,1.1048
3.743,0.98595
3.748,1.014
3.753,1.0407
3.758,0.96937
3.763,1.0497
3.768,1.0348
3.773,1.0938
3.778,1.0895
3.783,1.0857
3.788,1.0732
3.793,1.056
3.798,1.0458
3.803,1.0698
3.808,1.0676
3.813,1.0933
3.818,1.059
3.823,1.0157
3.828,1.0276
3.833,1.0332
3.838,1.0093
3.843,1.0356
3.848,1.0616
3.853,1.0427
3.858,1.0472
3.863,1.0761
3.868,1.0924
3.873,1.0337
3.878,1.0207
3.883,0.9669
3.888,1.0401
3.893,0.96467
3.898,0.95799
3.903,1.0249
3.908,1.0184
3.913,1.0072
3.918,0.9627
3.923,0.94735
3.928,0.97116
3.933,0.96471
3.938,0.93368
3.943,0.9639
3.948,0.96764
3.953,0.93179
3.958,0.96637
3.963,0.98636
3.968,1.0147
3.973,1.0073
3.978,0.98771
3.983,1.0065
3.988,0.99698
3.993,0.96346
3.998,0.9571
4.003,0.95315
4.008,0.91278
4.013,0.91812
4.018,0.9275
4.023,0.93769
4.028,0.92635
4.033,0.92585
4.038,0.91978
4.043,0.92511
4.048,0.93475
4.053,0.90267
4.058,0.91938
4.063,0.89093
4.068,0.90337
4.073,0.90742
4.078,0.91611
4.083,0.91558
4.088,0.90156
4.093,0.90128
4.098,0.90497
4.103,0.91034
4.108,0.91797
4.113,0.94149
4.118,0.92699
4.123,0.91126
4.128,0.91458
4.133,0.92216
4.138,0.92692
4.143,0.90232
4.148,0.92765
4.153,0.9304
4.158,0.90645
4.163,0.90927
4.168,0.89051
4.173,0.90076
4.178,0.91867
4.183,0.9085
4.188,0.90182
4.193,0.92249
4.198,0.9062
4.203,0.91306
4.208,0.92868
4.213,0.91972
4.218,0.93318
4.223,0.9073
4.228,0.9507
4.233,0.95067
4.238,0.95925
4.243,0.95511
4.248,0.94448
4.253,0.97683
4.258,0.93919
4.263,0.95614
4.268,0.95261
4.273,0.97271
4.278,0.98037
4.283,0.96515
4.288,1.0011
4.293,0.99917
4.298,1.0236
4.303,0.96085
4.308,1.0054
4.313,1.0036
4.318,1.0108
4.323,0.95821
4.328,1.0041
4.333,1.0123
4.338,1.0189
4.343,1.0533
4.348,1.0397
4.353,1.0497
4.358,1.0523
4.363,1.0308
4.368,1.007
4.373,1.0433
4.378,1.0483
4.383,1.0405
4.388,1.0477
4.393,1.0358
4.398,1.0653
4.403,1.0181
4.408,1.0484
4.413,1.0977
4.418,1.0585
4.423,1.0392
4.428,1.0801
4.433,1.0529
4.438,1.0804
4.443,1.092
4.448,1.0271
4.453,1.088
4.458,1.0704
4.463,1.0918
4.468,1.1379
4.473,1.013
4.478,1.0893
4.483,1.1153
4.488,1.0214
4.493,0.93622
4.498,1.0425
4.503,1.2468
4.508,1.1215
4.513,1.2302
4.518,1.24
4.523,1.2789
4.528,1.0919
4.533,1.0357
4.538,1.1341
4.543,1.0194
4.548,1.0666
4.553,1.1248
4.558,1.1128
4.563,1.0849
4.568,1.144
4.573,1.1877
4.578,1.0929
4.583,1.1373
4.588,1.1512
4.593,1.0654
4.598,1.0903
4.603,1.0675
4.608,1.1087
4.613,1.1631
4.618,1.0656
4.623,1.0803
4.628,1.1068
4.633,1.0791
4.638,1.1154
4.643,1.0504
4.648,1.0369
4.653,1.0845
4.658,1.051
4.663,1.1107
4.668,1.091
4.673,1.048
4.678,1.0588
4.683,1.0559
4.688,1.0421
4.693,1.0199
4.698,1.0632
4.703,1.0235
4.708,1.0196
4.713,0.99037
4.718,1.1043
4.723,1.0113
4.728,0.82972
4.733,1.0194
4.738,0.98158
4.743,0.9027
4.748,1.0693
4.753,0.93202
4.758,0.91569
4.763,0.93785
4.768,0.90606
4.773,0.96985
4.778,0.93221
4.783,0.9361
4.788,0.96327
4.793,0.77312
4.798,1.0083
4.803,0.89893
4.808,0.93756
4.813,1.1719
4.818,0.90815
4.823,0.98402
4.828,0.77115
4.833,0.78129
4.838,1.0929
4.843,0.91452
4.848,0.83402
4.853,0.86629
4.858,0.8854
4.863,1.0114
4.868,0.92208
4.873,0.95364
4.878,0.82145
4.883,0.89549
4.888,0.89839
4.893,0.87543
4.898,1.0176
4.903,0.89371
4.908,0.9245
4.913,0.79075
4.918,0.95801
4.923,0.99485
4.928,0.85553
4.933,0.95972
4.938,0.98214
4.943,0.90646
4.948,0.92269
4.953,0.88381
4.958,0.94281
4.963,0.84202
4.968,0.95687
4.973,0.92044
4.978,0.93124
4.983,0.91343
4.988,0.86948
4.993,0.92374
4.998,0.87926
5.003,0.91059
5.008,0.90588
5.013,0.91669
5.018,0.8847
5.023,0.9425
5.028,0.89908
5.033,0.88758
5.038,0.89606
5.043,0.91155
5.048,0.90426
5.053,0.89683
5.058,0.8819
5.063,0.90262
5.068,0.86017
5.073,0.88721
5.078,0.91377
5.083,0.94837
5.088,0.94741
5.093,0.9208
5.098,0.88548
5.103,0.91751
5.108,0.90737
5.113,0.89601
5.118,0.9005
5.123,0.93962
5.128,0.91262
5.133,0.96664
5.138,0.97669
5.143,0.94253
5.148,0.92255
5.153,0.96506
5.158,0.97683
5.163,0.95092
5.168,1.0172
5.173,0.99353
5.178,0.96933
5.183,0.96108
5.188,1.0101
5.193,1.013
5.198,0.99016
5.203,0.9935
5.208,0.96785
5.213,0.99842
5.218,1.0555
5.223,1.0246
5.228,1.0484
5.233,1.0693
5.238,1.0225
5.243,0.99625
5.248,1.0186
5.253,1.0201
5.258,1.0521
5.263,1.0455
5.268,1.0342
5.273,1.1041
5.278,1.0543
5.283,1.0744
5.288,1.0783
5.293,1.0603
5.298,1.0597
5.303,1.086
5.308,1.1269
5.313,1.0884
5.318,1.1749
5.323,1.0168
5.328,1.0501
5.333,1.0879
5.338,1.001
5.343,1.125
5.348,1.1394
5.353,1.1298
5.358,1.0795
5.363,1.0743
5.368,1.121
5.373,1.016
5.378,1.0158
5.383,1.0587
5.388,1.1126
5.393,1.2039
5.398,1.1779
5.403,1.2085
5.408,1.1218
5.413,1.1891
5.418,1.1179
5.423,1.2417
5.428,1.0885
5.433,0.91536
5.438,0.95982
5.443,1.0275
5.448,1.0485
5.453,1.1315
5.458,1.1511
5.463,1.1361
5.468,1.0601
5.473,1.0717
5.478,1.0255
5.483,1.0069
5.488,1.0634
5.493,1.0556
5.498,1.1093
5.503,1.0276
5.508,0.96807
5.513,1.0116
5.518,1.0819
5.523,1.0296
5.528,1.1021
5.533,1.0986
5.538,1.0875
5.543,1.0633
5.548,1.116
5.553,1.105
5.558,1.0841
5.563,1.0174
5.568,1.0007
5.573,1.0051
5.578,1.0087
5.583,1.0072
5.588,1.0204
5.593,1.0179
5.598,1.0713
5.603,1.0552
5.608,1.125
5.613,1.0285
5.618,1.0819
5.623,1.1087
5.628,1.0434
5.633,1.1045
5.638,1.0828
5.643,1.0607
5.648,1.0031
5.653,1.0772
5.658,0.97634
5.663,0.98309
5.668,1.0434
5.673,1.0283
5.678,1.0343
5.683,0.98563
5.688,1.0097
5.693,1.0465
5.698,1.0142
5.703,1.039
5.708,0.98568
5.713,1.0565
5.718,1.0059
5.723,1.0628
5.728,1.0395
5.733,1.0793
5.738,1.0598
5.743,1.0332
5.748,0.91939
5.753,1.0441
5.757,0.96638
5.762,1.0348
5.767,0.95509
5.772,1.0392
